App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6117825,HDR,08/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111440,HDR,06/01/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112854,HDR,06/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117174,HDR,08/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116331,HDR,08/01/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118092,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114919,HDR,07/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114655,HDR,07/14/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114246,HDR,07/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115704,HDR,07/24/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115310,HDR,07/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6112910,HDR,06/23/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115739,HDR,07/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117000,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117710,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117021,HDR,08/08/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116897,HDR,08/07/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112544,HDR,06/17/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6118170,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117814,HDR,08/18/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116111,HDR,07/29/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6113329,HDR,06/28/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6117746,HDR,08/17/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114965,HDR,07/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116492,HDR,08/03/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112565,HDR,06/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6116517,HDR,08/04/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116707,HDR,08/06/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116327,HDR,08/01/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118006,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115918,HDR,07/28/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116243,HDR,07/31/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6110635,HDR,05/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115463,HDR,07/22/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118423,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113911,HDR,07/07/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115179,HDR,07/20/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117124,HDR,08/10/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117557,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116933,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117022,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111132,HDR,05/28/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6115287,HDR,07/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6118239,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110705,HDR,05/20/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6114166,HDR,07/09/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111836,HDR,06/06/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6112154,HDR,06/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116005,HDR,07/28/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6113102,HDR,06/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6110973,HDR,05/23/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
5921772,PDR,04/28/1997,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6115850,HDR,07/27/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6116132,HDR,07/30/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117755,HDR,08/17/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115028,HDR,07/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,08/25/2025 11:00:00 PM
6114708,HDR,07/15/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110341,HDR,05/14/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116905,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6116323,HDR,08/01/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115266,HDR,07/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6114208,HDR,07/09/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6118027,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114829,HDR,07/16/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6112392,HDR,06/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6116739,HDR,08/06/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117550,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112708,HDR,06/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113738,HDR,07/03/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,08/25/2025 11:00:00 PM
6110568,HDR,05/18/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6109649,HDR,05/03/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6115894,HDR,07/28/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114067,HDR,07/08/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6113746,HDR,07/03/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112236,HDR,06/13/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6114880,HDR,07/16/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114771,HDR,07/15/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115440,HDR,07/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6113707,HDR,07/02/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111510,HDR,06/02/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118322,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118017,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116981,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117818,HDR,08/18/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6110414,HDR,05/15/2025,Pending Fitness Interview,09/09/2025,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113511,HDR,06/30/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118379,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117438,HDR,08/13/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116681,HDR,08/05/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114672,HDR,07/14/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
5921773,PDR,04/28/1997,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6110505,HDR,05/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117349,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112960,HDR,06/23/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110818,HDR,05/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113273,HDR,06/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6111365,HDR,05/30/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6115049,HDR,07/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116641,HDR,08/05/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118122,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113362,HDR,06/29/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116980,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116248,HDR,07/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115006,HDR,07/17/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6117355,HDR,08/12/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118180,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116831,HDR,08/07/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6116979,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6109914,HDR,05/07/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117188,HDR,08/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111506,HDR,06/02/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6112265,PDR,06/13/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6115806,HDR,07/26/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115145,HDR,07/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118259,HDR,08/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118273,HDR,08/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116608,HDR,08/04/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6111785,HDR,06/06/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6116381,HDR,08/01/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117972,HDR,08/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112966,HDR,06/23/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6115679,HDR,07/24/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6112678,HDR,06/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116233,HDR,07/31/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111017,HDR,05/25/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6113024,HDR,06/24/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117066,HDR,08/09/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112961,HDR,06/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6116571,HDR,08/04/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6116303,HDR,07/31/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113272,HDR,06/27/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118132,HDR,08/21/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112172,HDR,06/12/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116189,HDR,07/30/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,08/25/2025 11:00:00 PM
6111920,HDR,06/09/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112769,HDR,06/20/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6109968,HDR,05/08/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116902,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116740,HDR,08/06/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115792,HDR,07/26/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116799,HDR,08/06/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117492,HDR,08/14/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6112297,HDR,06/13/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111658,HDR,06/04/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117300,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115759,HDR,07/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116278,HDR,07/31/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115504,HDR,07/23/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118318,HDR,08/24/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112058,HDR,06/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114493,HDR,07/13/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6115821,HDR,07/26/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/25/2025 11:00:00 PM
6115493,HDR,07/23/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112770,HDR,06/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117778,HDR,08/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118392,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114250,HDR,07/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115977,HDR,07/28/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6113550,HDR,07/01/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115576,HDR,07/23/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117526,HDR,08/14/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6115014,HDR,07/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6111504,HDR,06/02/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112837,HDR,06/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6110955,HDR,05/23/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117654,HDR,08/15/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117346,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117229,HDR,08/11/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6117935,HDR,08/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118171,HDR,08/21/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110833,HDR,05/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6116059,HDR,07/29/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116503,HDR,08/04/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6115170,HDR,07/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115038,HDR,07/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114563,HDR,07/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114203,HDR,07/09/2025,Denied,08/13/2025,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6110419,HDR,05/15/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
